16,20000000,2,1.01,0.0100000000000001,1.0,0.0,0.0,0.0
16,20000000,4,1.98,0.0,1.98,0.0,0.0,0.0
16,20000000,8,3.95,0.0099999999999999,3.95,0.0099999999999999,0.0,0.0
16,20000000,16,7.89,0.0,7.89,0.0,0.0,0.0
16,40000000,2,1.98,0.00999999999999995,1.97666666666667,0.00577350269189617,0.0,0.0
16,40000000,4,3.95,0.0,3.94666666666667,0.00577350269189645,0.0,0.0
16,40000000,8,7.93666666666667,0.0351188458428419,7.93666666666667,0.0351188458428419,0.0,0.0
16,40000000,16,15.78,0.00999999999999979,15.78,0.00999999999999979,0.0,0.0
16,80000000,2,3.97333333333333,0.0577350269189626,3.97333333333333,0.0577350269189626,0.0,0.0
16,80000000,4,7.90666666666667,0.0208166599946611,7.90666666666667,0.0208166599946611,0.0,0.0
16,80000000,8,15.7766666666667,0.00577350269189678,15.7766666666667,0.00577350269189678,0.0,0.0
16,80000000,16,31.5633333333333,0.0208166599946612,31.56,0.0200000000000005,0.0,0.0
16,160000000,2,7.90666666666667,0.0152752523165192,7.90666666666667,0.0152752523165192,0.0,0.0
16,160000000,4,15.8433333333333,0.0611010092660789,15.84,0.0556776436283009,0.0,0.0
16,160000000,8,31.6066666666667,0.0550757054728628,31.5933333333333,0.0493288286231635,0.0,0.0
16,160000000,16,63.1866666666667,0.0611010092660824,63.18,0.065574385243021,0.0,0.0
