8, 20000000, 2, 1.07, 1.03, 0.00
8, 20000000, 2, 1.03, 1.02, 0.00
8, 20000000, 2, 1.03, 1.03, 0.00
8, 40000000, 2, 2.13, 2.13, 0.00
8, 40000000, 2, 2.07, 2.07, 0.00
8, 40000000, 2, 2.14, 2.14, 0.00
8, 80000000, 2, 4.24, 4.24, 0.00
8, 80000000, 2, 4.10, 4.10, 0.00
8, 80000000, 2, 4.11, 4.11, 0.00
8, 160000000, 2, 8.21, 8.21, 0.00
8, 160000000, 2, 8.25, 8.25, 0.00
8, 160000000, 2, 8.31, 8.30, 0.00
8, 20000000, 4, 2.17, 2.17, 0.00
8, 20000000, 4, 2.14, 2.13, 0.00
8, 20000000, 4, 2.16, 2.16, 0.00
8, 40000000, 4, 4.33, 4.33, 0.00
8, 40000000, 4, 4.14, 4.13, 0.00
8, 40000000, 4, 4.10, 4.10, 0.00
8, 80000000, 4, 8.16, 8.15, 0.00
8, 80000000, 4, 8.19, 8.19, 0.00
8, 80000000, 4, 8.23, 8.23, 0.00
8, 160000000, 4, 16.34, 16.34, 0.00
8, 160000000, 4, 16.27, 16.26, 0.00
8, 160000000, 4, 16.33, 16.33, 0.00
8, 20000000, 8, 4.15, 4.14, 0.00
8, 20000000, 8, 4.07, 4.07, 0.00
8, 20000000, 8, 4.08, 4.08, 0.00
8, 40000000, 8, 8.13, 8.13, 0.00
8, 40000000, 8, 8.12, 8.11, 0.00
8, 40000000, 8, 8.10, 8.10, 0.00
8, 80000000, 8, 16.25, 16.25, 0.00
8, 80000000, 8, 16.30, 16.30, 0.00
8, 80000000, 8, 16.31, 16.31, 0.00
8, 160000000, 8, 33.07, 33.06, 0.00
8, 160000000, 8, 32.97, 32.96, 0.00
8, 160000000, 8, 32.91, 32.91, 0.00
8, 20000000, 16, 8.20, 8.20, 0.00
8, 20000000, 16, 8.35, 8.34, 0.00
8, 20000000, 16, 8.26, 8.26, 0.00
8, 40000000, 16, 16.54, 16.53, 0.00
8, 40000000, 16, 16.29, 16.28, 0.00
8, 40000000, 16, 16.39, 16.39, 0.00
8, 80000000, 16, 32.96, 32.96, 0.00
8, 80000000, 16, 33.49, 33.48, 0.00
8, 80000000, 16, 33.09, 33.08, 0.00
8, 160000000, 16, 65.86, 65.86, 0.00
8, 160000000, 16, 66.26, 66.25, 0.00
8, 160000000, 16, 66.93, 66.92, 0.00
